index,id,id_lab_button,tumyeong,hinsaek,eunsaek,hoesaek,beiji,bunhong,ppalgang,geumsaek,norang,juhwang,chorok,parang,namsaek,bora,galsaek,geomjeong
101,101,2317,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,t
